id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-0038013,SIN-012033,Proforma de reparación,1,1,2021-06-17,0,
DOC-0038014,SIN-012033,Copia matrícula,1,1,2021-06-16,0,
DOC-0038015,SIN-012033,Cédula del asegurado,1,1,2021-06-14,0,
DOC-0038016,SIN-010374,Parte policial,0,0,2021-07-06,0,
DOC-0038017,SIN-010374,Fotografías del daño,1,0,2021-07-05,0,
DOC-0038018,SIN-010374,Proforma de reparación,1,1,2021-07-10,0,
DOC-0038019,SIN-010374,Copia matrícula,0,1,2021-07-05,0,
DOC-0038020,SIN-010374,Cédula del asegurado,1,1,2021-07-22,1,Proforma de taller en lista de observación
DOC-0038021,SIN-011811,Parte policial,1,1,2022-03-15,0,
DOC-0038022,SIN-011811,Fotografías del daño,1,1,2022-03-15,0,
DOC-0038023,SIN-011811,Proforma de reparación,1,1,2022-03-13,0,
DOC-0038024,SIN-011811,Copia matrícula,1,1,2022-03-11,0,
DOC-0038025,SIN-011811,Cédula del asegurado,1,1,2022-03-13,0,
DOC-0038026,SIN-001521,Parte policial,1,1,2024-01-23,0,
DOC-0038027,SIN-001521,Fotografías del daño,1,1,2024-01-22,0,
DOC-0038028,SIN-001521,Proforma de reparación,1,1,2024-01-24,0,
DOC-0038029,SIN-001521,Copia matrícula,1,1,2024-01-24,0,
DOC-0038030,SIN-001521,Cédula del asegurado,1,1,2024-01-22,0,
DOC-0038031,SIN-007397,Certificado de defunción,1,1,2025-02-12,0,
DOC-0038032,SIN-007397,Informe médico causa muerte,1,1,2025-02-14,0,
DOC-0038033,SIN-007397,Cédula beneficiario,1,1,2025-02-14,0,
DOC-0038034,SIN-007397,Póliza original,1,1,2025-02-14,0,
DOC-0038035,SIN-010859,Fotografías del daño,1,1,2024-03-20,0,
DOC-0038036,SIN-010859,Informe de perito,1,1,2024-03-17,0,
DOC-0038037,SIN-010859,Facturas de bienes afectados,1,1,2024-03-19,0,
DOC-0038038,SIN-010859,Parte policial,1,1,2024-03-21,1,
DOC-0038039,SIN-010859,Cédula del asegurado,1,1,2024-03-16,1,Sello de institución ilegible o ausente
DOC-0038040,SIN-002747,Parte policial,1,1,2023-10-04,0,
DOC-0038041,SIN-002747,Fotografías del daño,1,1,2023-10-06,0,
DOC-0038042,SIN-002747,Proforma de reparación,1,1,2023-10-06,0,
DOC-0038043,SIN-002747,Copia matrícula,1,1,2023-10-04,0,
DOC-0038044,SIN-002747,Cédula del asegurado,1,1,2023-10-01,0,
DOC-0038045,SIN-008758,Parte policial,1,0,2022-07-27,0,
DOC-0038046,SIN-008758,Fotografías del daño,1,1,2022-07-23,0,
DOC-0038047,SIN-008758,Proforma de reparación,1,1,2022-07-25,0,
DOC-0038048,SIN-008758,Copia matrícula,1,1,2022-07-26,0,
DOC-0038049,SIN-008758,Cédula del asegurado,1,1,2022-07-27,0,
DOC-0038050,SIN-003546,Parte policial,1,0,2023-10-25,0,
DOC-0038051,SIN-003546,Fotografías del daño,1,1,2023-10-25,0,
DOC-0038052,SIN-003546,Proforma de reparación,1,1,2023-10-25,0,
DOC-0038053,SIN-003546,Copia matrícula,1,1,2023-10-27,0,
DOC-0038054,SIN-003546,Cédula del asegurado,0,0,2023-10-27,0,
DOC-0038055,SIN-000315,Parte policial,1,1,2024-03-23,0,
DOC-0038056,SIN-000315,Fotografías del daño,1,1,2024-03-21,0,
DOC-0038057,SIN-000315,Proforma de reparación,1,1,2024-03-26,0,
DOC-0038058,SIN-000315,Copia matrícula,0,1,2024-03-23,0,
DOC-0038059,SIN-000315,Cédula del asegurado,1,1,2024-03-26,0,
DOC-0038060,SIN-001800,Fotografías del daño,0,0,2021-05-25,0,
DOC-0038061,SIN-001800,Informe de perito,1,1,2021-05-22,0,
DOC-0038062,SIN-001800,Facturas de bienes afectados,1,1,2021-05-25,0,
DOC-0038063,SIN-001800,Parte policial,0,0,2021-05-25,0,
DOC-0038064,SIN-001800,Cédula del asegurado,1,1,2021-05-22,0,
DOC-0038065,SIN-000328,Certificado de defunción,1,1,2023-05-20,0,
DOC-0038066,SIN-000328,Informe médico causa muerte,1,1,2023-05-20,0,
DOC-0038067,SIN-000328,Cédula beneficiario,1,1,2023-05-16,0,
DOC-0038068,SIN-000328,Póliza original,1,1,2023-05-20,0,
DOC-0038069,SIN-003758,Parte policial,1,1,2022-01-02,0,
DOC-0038070,SIN-003758,Fotografías del daño,1,0,2022-01-01,0,
DOC-0038071,SIN-003758,Proforma de reparación,1,0,2022-01-01,0,
DOC-0038072,SIN-003758,Copia matrícula,1,1,2021-12-31,1,Número de placa no coincide con póliza
DOC-0038073,SIN-003758,Cédula del asegurado,1,1,2021-12-31,0,
DOC-0038074,SIN-011460,Historia clínica,1,1,2026-04-05,0,
DOC-0038075,SIN-011460,Facturas médicas,1,1,2026-04-10,0,
DOC-0038076,SIN-011460,Informe médico,1,1,2026-04-06,0,
DOC-0038077,SIN-011460,Recetas prescritas,1,1,2026-04-07,0,
DOC-0038078,SIN-011460,Cédula del asegurado,1,1,2026-04-10,0,
DOC-0038079,SIN-004205,Historia clínica,1,1,2022-04-21,0,
DOC-0038080,SIN-004205,Facturas médicas,1,1,2022-04-19,0,
DOC-0038081,SIN-004205,Informe médico,0,1,2022-04-17,0,
DOC-0038082,SIN-004205,Recetas prescritas,0,0,2022-04-18,0,
DOC-0038083,SIN-004205,Cédula del asegurado,1,1,2022-04-19,0,
DOC-0038084,SIN-005851,Historia clínica,1,1,2022-09-10,0,
DOC-0038085,SIN-005851,Facturas médicas,1,1,2022-09-09,0,
DOC-0038086,SIN-005851,Informe médico,1,1,2022-09-09,0,
DOC-0038087,SIN-005851,Recetas prescritas,1,1,2022-09-09,0,
DOC-0038088,SIN-005851,Cédula del asegurado,1,1,2022-09-14,0,
DOC-0038089,SIN-006130,Certificado de defunción,1,1,2021-08-31,0,
DOC-0038090,SIN-006130,Informe médico causa muerte,1,1,2021-08-30,0,
DOC-0038091,SIN-006130,Cédula beneficiario,1,1,2021-08-27,0,
DOC-0038092,SIN-006130,Póliza original,1,1,2021-08-31,0,
DOC-0038093,SIN-005448,Informe técnico,1,1,2022-01-09,0,
DOC-0038094,SIN-005448,Fotografías del daño,1,1,2022-01-08,0,
DOC-0038095,SIN-005448,Facturas,1,1,2022-01-07,0,
DOC-0038096,SIN-005448,Parte policial,1,1,2022-01-08,0,
DOC-0038097,SIN-005448,Cédula del asegurado,1,1,2022-01-09,0,
DOC-0038098,SIN-003130,Historia clínica,1,1,2024-08-07,0,
DOC-0038099,SIN-003130,Facturas médicas,1,0,2024-08-05,0,
DOC-0038100,SIN-003130,Informe médico,1,1,2024-08-06,0,
DOC-0038101,SIN-003130,Recetas prescritas,1,1,2024-08-09,0,
DOC-0038102,SIN-003130,Cédula del asegurado,1,1,2024-08-06,0,
DOC-0038103,SIN-007441,Parte policial,1,1,2021-05-29,0,
DOC-0038104,SIN-007441,Fotografías del daño,1,1,2021-05-24,0,
DOC-0038105,SIN-007441,Proforma de reparación,0,0,2021-05-28,0,
DOC-0038106,SIN-007441,Copia matrícula,1,1,2021-05-28,0,
DOC-0038107,SIN-007441,Cédula del asegurado,0,0,2021-05-28,0,
DOC-0038108,SIN-001997,Historia clínica,1,1,2023-11-13,0,
DOC-0038109,SIN-001997,Facturas médicas,1,1,2023-11-16,0,
DOC-0038110,SIN-001997,Informe médico,1,1,2023-11-13,0,
DOC-0038111,SIN-001997,Recetas prescritas,1,1,2023-11-13,0,
DOC-0038112,SIN-001997,Cédula del asegurado,1,1,2023-11-13,0,
DOC-0038113,SIN-009292,Certificado de defunción,1,1,2022-01-08,0,
DOC-0038114,SIN-009292,Informe médico causa muerte,1,1,2022-01-03,0,
DOC-0038115,SIN-009292,Cédula beneficiario,1,1,2022-01-03,0,
DOC-0038116,SIN-009292,Póliza original,1,1,2022-01-05,0,
DOC-0038117,SIN-003969,Parte policial,1,1,2027-01-04,1,Monto en factura difiere del reclamado
DOC-0038118,SIN-003969,Fotografías del daño,1,0,2027-01-06,0,
DOC-0038119,SIN-003969,Proforma de reparación,1,1,2027-01-06,0,
DOC-0038120,SIN-003969,Copia matrícula,1,1,2027-01-03,0,
DOC-0038121,SIN-003969,Cédula del asegurado,1,1,2027-01-04,0,
DOC-0038122,SIN-010502,Parte policial,0,1,2024-02-23,0,
DOC-0038123,SIN-010502,Fotografías del daño,1,1,2024-02-27,0,
DOC-0038124,SIN-010502,Proforma de reparación,1,1,2024-02-23,0,
DOC-0038125,SIN-010502,Copia matrícula,1,1,2024-02-26,0,
DOC-0038126,SIN-010502,Cédula del asegurado,1,1,2024-02-24,0,
DOC-0038127,SIN-009888,Certificado de defunción,1,0,2024-02-20,0,
DOC-0038128,SIN-009888,Informe médico causa muerte,1,1,2024-02-20,0,
DOC-0038129,SIN-009888,Cédula beneficiario,1,0,2024-02-25,0,
DOC-0038130,SIN-009888,Póliza original,1,1,2024-02-20,0,
DOC-0038131,SIN-001974,Parte policial,1,1,2023-03-31,0,
DOC-0038132,SIN-001974,Fotografías del daño,1,0,2023-04-05,0,
DOC-0038133,SIN-001974,Proforma de reparación,1,1,2023-04-04,0,
DOC-0038134,SIN-001974,Copia matrícula,1,0,2023-04-03,0,
DOC-0038135,SIN-001974,Cédula del asegurado,1,1,2023-04-02,0,
DOC-0038136,SIN-000337,Parte policial,0,1,2024-08-10,0,
DOC-0038137,SIN-000337,Fotografías del daño,1,0,2024-08-05,0,
DOC-0038138,SIN-000337,Proforma de reparación,1,1,2024-08-07,0,
DOC-0038139,SIN-000337,Copia matrícula,1,1,2024-08-09,0,
DOC-0038140,SIN-000337,Cédula del asegurado,1,1,2024-08-07,0,
DOC-0038141,SIN-002765,Parte policial,1,1,2022-10-11,0,
DOC-0038142,SIN-002765,Fotografías del daño,1,1,2022-10-10,0,
DOC-0038143,SIN-002765,Proforma de reparación,1,1,2022-10-10,0,
DOC-0038144,SIN-002765,Copia matrícula,1,1,2022-10-12,0,
DOC-0038145,SIN-002765,Cédula del asegurado,0,0,2022-10-12,0,
DOC-0038146,SIN-012191,Parte policial,1,0,2021-03-31,0,
DOC-0038147,SIN-012191,Fotografías del daño,1,0,2021-04-04,0,
DOC-0038148,SIN-012191,Proforma de reparación,1,1,2021-03-31,0,
DOC-0038149,SIN-012191,Copia matrícula,1,0,2021-04-02,0,
DOC-0038150,SIN-012191,Cédula del asegurado,1,1,2021-04-05,1,Monto en factura difiere del reclamado
DOC-0038151,SIN-000276,Parte policial,1,1,2023-09-18,0,
DOC-0038152,SIN-000276,Fotografías del daño,1,0,2023-09-15,0,
DOC-0038153,SIN-000276,Proforma de reparación,1,1,2023-09-18,0,
DOC-0038154,SIN-000276,Copia matrícula,1,0,2023-09-16,0,
DOC-0038155,SIN-000276,Cédula del asegurado,0,1,2023-09-20,0,
DOC-0038156,SIN-007794,Fotografías del daño,1,1,2024-07-02,0,
DOC-0038157,SIN-007794,Informe de perito,1,1,2024-07-03,0,
DOC-0038158,SIN-007794,Facturas de bienes afectados,1,1,2024-07-02,0,
DOC-0038159,SIN-007794,Parte policial,1,1,2024-07-03,0,
DOC-0038160,SIN-007794,Cédula del asegurado,1,1,2024-07-03,0,
DOC-0038161,SIN-002986,Certificado de defunción,0,0,2025-06-23,0,
DOC-0038162,SIN-002986,Informe médico causa muerte,1,0,2025-06-27,0,
DOC-0038163,SIN-002986,Cédula beneficiario,1,1,2025-06-26,0,
DOC-0038164,SIN-002986,Póliza original,1,1,2025-06-24,0,
DOC-0038165,SIN-002687,Certificado de defunción,1,1,2025-07-28,0,
DOC-0038166,SIN-002687,Informe médico causa muerte,1,1,2025-07-29,0,
DOC-0038167,SIN-002687,Cédula beneficiario,1,1,2025-08-01,0,
DOC-0038168,SIN-002687,Póliza original,1,1,2025-07-31,0,
DOC-0038169,SIN-007725,Fotografías del daño,1,0,2025-01-01,0,
DOC-0038170,SIN-007725,Informe de perito,1,0,2024-12-31,0,
DOC-0038171,SIN-007725,Facturas de bienes afectados,1,1,2025-01-01,0,
DOC-0038172,SIN-007725,Parte policial,1,1,2024-12-31,0,
DOC-0038173,SIN-007725,Cédula del asegurado,1,1,2025-01-01,0,
DOC-0038174,SIN-004621,Historia clínica,1,1,2021-07-03,0,
DOC-0038175,SIN-004621,Facturas médicas,1,1,2021-07-01,0,
DOC-0038176,SIN-004621,Informe médico,1,1,2021-07-04,0,
DOC-0038177,SIN-004621,Recetas prescritas,1,1,2021-07-01,0,
DOC-0038178,SIN-004621,Cédula del asegurado,1,1,2021-06-29,0,
DOC-0038179,SIN-006532,Parte policial,1,1,2022-05-13,0,
DOC-0038180,SIN-006532,Fotografías del daño,1,0,2022-05-16,0,
DOC-0038181,SIN-006532,Proforma de reparación,1,1,2022-05-14,0,
DOC-0038182,SIN-006532,Copia matrícula,0,0,2022-05-12,1,Número de placa no coincide con póliza
DOC-0038183,SIN-006532,Cédula del asegurado,1,1,2022-05-11,0,
DOC-0038184,SIN-003478,Parte policial,1,0,2021-11-26,0,
DOC-0038185,SIN-003478,Fotografías del daño,1,1,2021-11-27,0,
DOC-0038186,SIN-003478,Proforma de reparación,1,0,2021-11-28,0,
DOC-0038187,SIN-003478,Copia matrícula,1,1,2021-11-29,0,
DOC-0038188,SIN-003478,Cédula del asegurado,1,0,2021-11-29,0,
DOC-0038189,SIN-010516,Historia clínica,1,1,2025-01-06,0,
DOC-0038190,SIN-010516,Facturas médicas,1,1,2025-01-07,1,
DOC-0038191,SIN-010516,Informe médico,1,1,2025-01-07,0,Número de serie del vehículo no legible
DOC-0038192,SIN-010516,Recetas prescritas,0,0,2025-01-06,0,
DOC-0038193,SIN-010516,Cédula del asegurado,1,1,2025-01-05,0,
DOC-0038194,SIN-003559,Parte policial,1,1,2025-06-19,0,
DOC-0038195,SIN-003559,Fotografías del daño,1,0,2025-06-15,0,
DOC-0038196,SIN-003559,Proforma de reparación,1,1,2025-06-19,0,
DOC-0038197,SIN-003559,Copia matrícula,1,1,2025-06-19,0,
DOC-0038198,SIN-003559,Cédula del asegurado,1,1,2025-06-19,1,Firma del médico no verificada
DOC-0038199,SIN-005716,Parte policial,1,1,2022-10-06,0,
DOC-0038200,SIN-005716,Fotografías del daño,1,1,2022-10-05,0,
DOC-0038201,SIN-005716,Proforma de reparación,0,0,2022-10-05,0,
DOC-0038202,SIN-005716,Copia matrícula,0,0,2022-10-07,0,
DOC-0038203,SIN-005716,Cédula del asegurado,1,1,2022-10-07,0,
DOC-0038204,SIN-002810,Parte policial,1,1,2022-03-31,0,
DOC-0038205,SIN-002810,Fotografías del daño,1,1,2022-03-30,0,
DOC-0038206,SIN-002810,Proforma de reparación,0,1,2022-04-04,0,
DOC-0038207,SIN-002810,Copia matrícula,1,0,2022-04-01,0,
DOC-0038208,SIN-002810,Cédula del asegurado,1,1,2022-03-31,0,
DOC-0038209,SIN-011378,Parte policial,1,1,2022-12-31,0,
DOC-0038210,SIN-011378,Fotografías del daño,1,0,2022-12-31,0,
DOC-0038211,SIN-011378,Proforma de reparación,1,1,2022-12-29,0,
DOC-0038212,SIN-011378,Copia matrícula,1,1,2022-12-29,0,
DOC-0038213,SIN-011378,Cédula del asegurado,1,1,2022-12-31,0,
DOC-0038214,SIN-004862,Parte policial,1,1,2025-05-08,1,
DOC-0038215,SIN-004862,Fotografías del daño,1,1,2025-05-06,0,
DOC-0038216,SIN-004862,Proforma de reparación,1,1,2025-05-07,0,
DOC-0038217,SIN-004862,Copia matrícula,1,0,2025-05-08,0,
DOC-0038218,SIN-004862,Cédula del asegurado,1,1,2025-05-11,1,Monto en factura difiere del reclamado
DOC-0038219,SIN-002335,Historia clínica,1,1,2022-06-15,0,
DOC-0038220,SIN-002335,Facturas médicas,1,1,2022-06-17,0,
DOC-0038221,SIN-002335,Informe médico,1,1,2022-06-14,0,
DOC-0038222,SIN-002335,Recetas prescritas,1,0,2022-06-13,0,
DOC-0038223,SIN-002335,Cédula del asegurado,1,1,2022-06-12,0,
DOC-0038224,SIN-009071,Parte policial,1,0,2022-11-22,0,
DOC-0038225,SIN-009071,Fotografías del daño,1,1,2022-11-24,0,
DOC-0038226,SIN-009071,Proforma de reparación,1,1,2022-11-23,0,
DOC-0038227,SIN-009071,Copia matrícula,1,1,2022-11-27,0,
DOC-0038228,SIN-009071,Cédula del asegurado,1,1,2022-11-23,0,
DOC-0038229,SIN-005247,Certificado de defunción,1,1,2021-12-18,1,
DOC-0038230,SIN-005247,Informe médico causa muerte,1,1,2021-12-21,0,
DOC-0038231,SIN-005247,Cédula beneficiario,0,1,2021-12-20,0,
DOC-0038232,SIN-005247,Póliza original,1,1,2021-12-19,0,
DOC-0038233,SIN-003417,Parte policial,1,1,2023-07-09,1,
DOC-0038234,SIN-003417,Fotografías del daño,1,1,2023-07-12,0,
DOC-0038235,SIN-003417,Proforma de reparación,1,1,2023-07-09,1,Sello de institución ilegible o ausente
DOC-0038236,SIN-003417,Copia matrícula,1,1,2023-07-12,0,
DOC-0038237,SIN-003417,Cédula del asegurado,1,1,2023-07-11,0,
DOC-0038238,SIN-000308,Parte policial,1,1,2025-05-31,0,
DOC-0038239,SIN-000308,Fotografías del daño,1,1,2025-06-03,0,
DOC-0038240,SIN-000308,Proforma de reparación,1,1,2025-06-01,0,
DOC-0038241,SIN-000308,Copia matrícula,1,0,2025-06-01,0,
DOC-0038242,SIN-000308,Cédula del asegurado,1,1,2025-05-31,0,
DOC-0038243,SIN-003909,Informe técnico,1,1,2024-04-24,0,
DOC-0038244,SIN-003909,Fotografías del daño,0,0,2024-04-28,0,
DOC-0038245,SIN-003909,Facturas,1,1,2024-04-24,0,
DOC-0038246,SIN-003909,Parte policial,1,1,2024-04-23,0,
DOC-0038247,SIN-003909,Cédula del asegurado,1,1,2024-04-27,0,
DOC-0038248,SIN-009502,Parte policial,1,1,2023-05-03,0,
DOC-0038249,SIN-009502,Fotografías del daño,1,1,2023-05-02,0,
DOC-0038250,SIN-009502,Proforma de reparación,1,1,2023-05-04,0,
DOC-0038251,SIN-009502,Copia matrícula,1,1,2023-05-05,0,
DOC-0038252,SIN-009502,Cédula del asegurado,1,1,2023-05-02,0,
DOC-0038253,SIN-000349,Historia clínica,1,1,2022-07-25,0,
DOC-0038254,SIN-000349,Facturas médicas,1,1,2022-07-26,0,
DOC-0038255,SIN-000349,Informe médico,1,1,2022-07-27,0,
DOC-0038256,SIN-000349,Recetas prescritas,1,1,2022-07-24,0,
DOC-0038257,SIN-000349,Cédula del asegurado,1,1,2022-07-25,0,
DOC-0038258,SIN-005919,Parte policial,1,1,2025-09-23,0,
DOC-0038259,SIN-005919,Fotografías del daño,1,1,2025-09-21,0,
DOC-0038260,SIN-005919,Proforma de reparación,1,1,2025-09-22,0,
DOC-0038261,SIN-005919,Copia matrícula,1,1,2025-09-20,0,
DOC-0038262,SIN-005919,Cédula del asegurado,1,1,2025-09-22,0,
DOC-0038263,SIN-000827,Parte policial,1,0,2024-01-15,0,
DOC-0038264,SIN-000827,Fotografías del daño,1,1,2024-01-13,0,
DOC-0038265,SIN-000827,Proforma de reparación,1,1,2024-01-12,0,
DOC-0038266,SIN-000827,Copia matrícula,1,1,2024-01-13,0,
DOC-0038267,SIN-000827,Cédula del asegurado,1,1,2024-01-13,1,Número de serie del vehículo no legible
DOC-0038268,SIN-005297,Historia clínica,1,1,2022-05-14,0,
DOC-0038269,SIN-005297,Facturas médicas,1,1,2022-05-14,0,
DOC-0038270,SIN-005297,Informe médico,1,1,2022-05-14,0,
DOC-0038271,SIN-005297,Recetas prescritas,1,1,2022-05-17,0,
DOC-0038272,SIN-005297,Cédula del asegurado,1,1,2022-05-19,1,
DOC-0038273,SIN-007244,Parte policial,1,1,2023-11-25,0,
DOC-0038274,SIN-007244,Fotografías del daño,1,1,2023-11-25,0,
DOC-0038275,SIN-007244,Proforma de reparación,1,1,2023-11-22,0,
DOC-0038276,SIN-007244,Copia matrícula,1,1,2023-11-22,0,
DOC-0038277,SIN-007244,Cédula del asegurado,1,1,2023-11-24,0,
DOC-0038278,SIN-011875,Parte policial,1,1,2023-01-11,0,
DOC-0038279,SIN-011875,Fotografías del daño,1,1,2023-01-14,0,
DOC-0038280,SIN-011875,Proforma de reparación,1,1,2023-01-12,0,
DOC-0038281,SIN-011875,Copia matrícula,1,1,2023-01-11,0,
DOC-0038282,SIN-011875,Cédula del asegurado,1,1,2023-01-11,0,
DOC-0038283,SIN-010052,Historia clínica,1,1,2023-10-21,0,
DOC-0038284,SIN-010052,Facturas médicas,1,0,2023-10-21,0,
DOC-0038285,SIN-010052,Informe médico,0,0,2023-10-24,0,
DOC-0038286,SIN-010052,Recetas prescritas,1,1,2023-10-22,1,Firma del médico no verificada
DOC-0038287,SIN-010052,Cédula del asegurado,1,1,2023-10-22,0,
DOC-0038288,SIN-004483,Parte policial,0,0,2023-12-21,0,
DOC-0038289,SIN-004483,Fotografías del daño,1,1,2023-12-24,0,
DOC-0038290,SIN-004483,Proforma de reparación,1,1,2023-12-21,0,
DOC-0038291,SIN-004483,Copia matrícula,1,1,2023-12-21,0,
DOC-0038292,SIN-004483,Cédula del asegurado,1,1,2023-12-23,0,
DOC-0038293,SIN-009174,Fotografías del daño,1,1,2024-08-12,0,
DOC-0038294,SIN-009174,Informe de perito,1,1,2024-08-12,0,
DOC-0038295,SIN-009174,Facturas de bienes afectados,1,1,2024-08-12,0,
DOC-0038296,SIN-009174,Parte policial,1,1,2024-08-16,0,
DOC-0038297,SIN-009174,Cédula del asegurado,1,1,2024-08-14,0,
DOC-0038298,SIN-003683,Historia clínica,1,1,2022-02-10,0,
DOC-0038299,SIN-003683,Facturas médicas,1,1,2022-02-10,0,
DOC-0038300,SIN-003683,Informe médico,1,1,2022-02-09,0,
DOC-0038301,SIN-003683,Recetas prescritas,1,1,2022-02-10,0,
DOC-0038302,SIN-003683,Cédula del asegurado,1,1,2022-02-10,0,
DOC-0038303,SIN-008693,Certificado de defunción,1,0,2022-05-27,0,
DOC-0038304,SIN-008693,Informe médico causa muerte,1,1,2022-05-28,0,
DOC-0038305,SIN-008693,Cédula beneficiario,1,1,2022-05-31,0,
DOC-0038306,SIN-008693,Póliza original,1,1,2022-05-31,0,
DOC-0038307,SIN-010461,Parte policial,1,1,2025-06-18,0,
DOC-0038308,SIN-010461,Fotografías del daño,1,0,2025-06-16,0,
DOC-0038309,SIN-010461,Proforma de reparación,1,0,2025-06-17,0,
DOC-0038310,SIN-010461,Copia matrícula,0,0,2025-06-19,0,
DOC-0038311,SIN-010461,Cédula del asegurado,1,0,2025-06-19,0,
DOC-0038312,SIN-002054,Certificado de defunción,1,0,2024-09-03,0,
DOC-0038313,SIN-002054,Informe médico causa muerte,1,1,2024-09-02,0,
DOC-0038314,SIN-002054,Cédula beneficiario,1,1,2024-09-01,0,
DOC-0038315,SIN-002054,Póliza original,1,1,2024-09-04,0,
DOC-0038316,SIN-012170,Parte policial,1,1,2021-09-27,0,
DOC-0038317,SIN-012170,Fotografías del daño,1,1,2021-09-29,0,
DOC-0038318,SIN-012170,Proforma de reparación,1,1,2021-09-30,0,
DOC-0038319,SIN-012170,Copia matrícula,0,1,2021-09-30,0,
DOC-0038320,SIN-012170,Cédula del asegurado,1,1,2021-09-27,0,
DOC-0038321,SIN-012014,Parte policial,1,1,2022-01-25,0,
DOC-0038322,SIN-012014,Fotografías del daño,1,1,2022-01-24,0,
DOC-0038323,SIN-012014,Proforma de reparación,1,1,2022-01-25,0,
DOC-0038324,SIN-012014,Copia matrícula,1,1,2022-01-21,0,
DOC-0038325,SIN-012014,Cédula del asegurado,0,0,2022-01-21,0,
DOC-0038326,SIN-000072,Historia clínica,1,1,2022-08-20,0,
DOC-0038327,SIN-000072,Facturas médicas,1,1,2022-08-20,0,
DOC-0038328,SIN-000072,Informe médico,0,0,2022-08-22,0,
DOC-0038329,SIN-000072,Recetas prescritas,1,1,2022-08-19,0,
DOC-0038330,SIN-000072,Cédula del asegurado,1,1,2022-08-22,0,
DOC-0038331,SIN-008417,Certificado de defunción,1,1,2024-12-17,0,
DOC-0038332,SIN-008417,Informe médico causa muerte,1,1,2024-12-18,0,
DOC-0038333,SIN-008417,Cédula beneficiario,1,1,2024-12-16,0,
DOC-0038334,SIN-008417,Póliza original,1,1,2024-12-16,0,
DOC-0038335,SIN-006856,Historia clínica,1,1,2025-05-04,0,
DOC-0038336,SIN-006856,Facturas médicas,1,1,2025-05-01,0,
DOC-0038337,SIN-006856,Informe médico,1,1,2025-04-29,0,
DOC-0038338,SIN-006856,Recetas prescritas,1,1,2025-05-04,0,
DOC-0038339,SIN-006856,Cédula del asegurado,1,1,2025-05-02,0,
DOC-0038340,SIN-011362,Parte policial,1,1,2023-02-19,0,
DOC-0038341,SIN-011362,Fotografías del daño,1,1,2023-02-16,0,
DOC-0038342,SIN-011362,Proforma de reparación,1,1,2023-02-18,0,
DOC-0038343,SIN-011362,Copia matrícula,1,1,2023-02-16,0,
DOC-0038344,SIN-011362,Cédula del asegurado,1,1,2023-02-18,0,
DOC-0038345,SIN-011903,Fotografías del daño,1,1,2025-01-14,0,
DOC-0038346,SIN-011903,Informe de perito,1,1,2025-01-14,0,
DOC-0038347,SIN-011903,Facturas de bienes afectados,1,1,2025-01-12,0,
DOC-0038348,SIN-011903,Parte policial,1,0,2025-01-09,0,
DOC-0038349,SIN-011903,Cédula del asegurado,1,1,2025-01-11,0,
DOC-0038350,SIN-006752,Informe técnico,1,1,2022-01-12,0,
DOC-0038351,SIN-006752,Fotografías del daño,1,1,2022-01-16,0,
DOC-0038352,SIN-006752,Facturas,1,1,2022-01-12,0,
DOC-0038353,SIN-006752,Parte policial,1,0,2022-01-14,0,
DOC-0038354,SIN-006752,Cédula del asegurado,1,1,2022-01-13,0,
DOC-0038355,SIN-012304,Parte policial,1,1,2021-09-03,0,
DOC-0038356,SIN-012304,Fotografías del daño,0,0,2021-09-02,0,
DOC-0038357,SIN-012304,Proforma de reparación,1,1,2021-09-05,0,
DOC-0038358,SIN-012304,Copia matrícula,1,1,2021-09-03,0,
DOC-0038359,SIN-012304,Cédula del asegurado,1,1,2021-09-05,0,
DOC-0038360,SIN-008956,Fotografías del daño,1,1,2021-11-15,0,
DOC-0038361,SIN-008956,Informe de perito,1,1,2021-11-14,0,
DOC-0038362,SIN-008956,Facturas de bienes afectados,1,1,2021-11-18,0,
DOC-0038363,SIN-008956,Parte policial,1,1,2021-11-13,0,
DOC-0038364,SIN-008956,Cédula del asegurado,1,1,2021-11-18,0,
DOC-0038365,SIN-010188,Parte policial,0,0,2024-07-28,0,
DOC-0038366,SIN-010188,Fotografías del daño,1,1,2024-07-28,0,
DOC-0038367,SIN-010188,Proforma de reparación,1,0,2024-07-28,0,
DOC-0038368,SIN-010188,Copia matrícula,1,0,2024-07-31,0,
DOC-0038369,SIN-010188,Cédula del asegurado,0,0,2024-07-31,0,
DOC-0038370,SIN-008398,Parte policial,1,1,2022-11-09,0,
DOC-0038371,SIN-008398,Fotografías del daño,1,1,2022-11-12,0,
DOC-0038372,SIN-008398,Proforma de reparación,1,1,2022-11-09,0,
DOC-0038373,SIN-008398,Copia matrícula,1,0,2022-11-11,0,
DOC-0038374,SIN-008398,Cédula del asegurado,1,1,2022-11-10,0,
DOC-0038375,SIN-005357,Historia clínica,1,1,2022-12-11,0,
DOC-0038376,SIN-005357,Facturas médicas,1,1,2022-12-13,0,
DOC-0038377,SIN-005357,Informe médico,1,1,2022-12-13,0,
DOC-0038378,SIN-005357,Recetas prescritas,1,1,2022-12-13,0,
DOC-0038379,SIN-005357,Cédula del asegurado,1,1,2022-12-16,0,
DOC-0038380,SIN-001667,Informe técnico,0,0,2025-09-11,0,
DOC-0038381,SIN-001667,Fotografías del daño,1,1,2025-09-15,0,
