id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza,duracion_meses
POL-003689,AS-00397,Vida,2025-01-27,2026-01-22,2559.5677958210786,35323.52009273632,17.675699222421272,Corredor,Latacunga,Vigente,12
POL-003690,AS-00117,Vida,2021-06-28,2022-06-23,1520.4282951019002,54749.797796888764,9.477993025433785,Digital,Ibarra,Vencida,12
POL-003691,AS-04970,Salud,2024-02-05,2025-01-30,903.8271405538222,49204.11911558594,494.9400371395872,Corredor,Manta,Vencida,12
POL-003692,AS-03175,Vehículos,2022-05-06,2023-05-01,2354.8286818078227,45339.300261188386,1125.6587826181642,Bancaseguros,Guayaquil,Vencida,12
POL-003693,AS-04659,Vehículos,2020-07-28,2021-01-24,2286.7591077672473,69994.42224783533,391.5040702508624,Corredor,Guayaquil,Vencida,6
POL-003694,AS-01415,Hogar,2021-06-15,2022-06-10,1261.9891399096223,83191.29883094385,924.2582596465797,Agente,Riobamba,Vencida,12
POL-003695,AS-02064,Vehículos,2023-01-20,2024-01-15,1330.0807538296503,37789.62658711243,946.4886556391843,Digital,Santo Domingo,Vencida,12
POL-003696,AS-00180,Vehículos,2022-01-05,2022-12-31,2022.0933457115475,21100.72269383633,1121.4300630118298,Corredor,Riobamba,Vencida,12
POL-003697,AS-05765,Vehículos,2023-12-07,2024-12-01,986.2753121801005,68774.64864007855,299.580672014799,Bancaseguros,Quito,Vencida,12
POL-003698,AS-04044,Vehículos,2023-05-03,2025-04-22,2469.964495139163,46016.105532627786,1346.0111697634575,Corredor,Guayaquil,Vencida,24
POL-003699,AS-05601,Hogar,2024-04-26,2026-04-16,367.55432925820065,37006.143031012616,927.3524998641124,Corredor,Esmeraldas,Vigente,24
POL-003700,AS-01588,Vida,2024-03-28,2026-03-18,1095.631607258027,93596.93884951461,0.0,Agente,Guayaquil,Vigente,24
POL-003701,AS-03710,Vehículos,2022-06-10,2023-06-05,1675.4921803949735,60184.50930765358,210.90126531739054,Corredor,Latacunga,Vencida,12
POL-003702,AS-04109,Vehículos,2024-09-05,2025-08-31,2086.2026206482947,60915.769684741244,989.7389413681665,Agente,Quito,Vigente,12
POL-003703,AS-01910,Vehículos,2024-08-16,2025-08-11,1265.6200548075105,49888.43939592265,1382.8067958729578,Digital,Guayaquil,Vigente,12
POL-003704,AS-05096,Hogar,2024-02-06,2026-01-26,454.7590347782105,90060.99726450547,1581.732596323741,Bancaseguros,Santo Domingo,Vigente,24
POL-003705,AS-05672,Salud,2023-04-15,2024-04-09,3073.46562607134,98181.04497024482,498.48138569719094,Digital,Esmeraldas,Vencida,12
POL-003706,AS-05323,Vehículos,2021-01-13,2022-01-08,881.4011588310815,23122.518107523967,917.5585856266968,Corredor,Ibarra,Vencida,12
POL-003707,AS-04459,Vehículos,2025-04-15,2027-04-05,1674.0205800481463,39353.26112200739,849.0570393103272,Digital,Quito,Vigente,24
POL-003708,AS-01664,Salud,2021-04-03,2022-03-29,3012.5929520627046,37433.11696399595,343.8260707588657,Corredor,Quito,Vencida,12
POL-003709,AS-01689,Hogar,2023-08-07,2025-07-27,572.1087488914242,107772.69213482541,382.79531084417005,Corredor,Cuenca,Vigente,24
POL-003710,AS-05775,Hogar,2023-03-05,2024-02-28,1034.356098841994,111924.36713562654,795.5091964513654,Agente,Ibarra,Vencida,12
POL-003711,AS-00065,Vida,2024-09-21,2026-09-11,2034.9584698125798,27114.854817944328,0.0,Digital,Loja,Vigente,24
POL-003712,AS-04326,Vehículos,2022-06-12,2023-06-07,710.4287352119769,50908.99974744011,726.6529425602439,Agente,Quito,Vencida,12
POL-003713,AS-04269,Vida,2020-10-12,2021-04-10,2003.2769697058357,166413.68851697334,0.0,Corredor,Machala,Vencida,6
POL-003714,AS-03770,Vehículos,2021-02-04,2022-01-30,706.2359589827909,55881.76519199789,545.4408269726262,Digital,Santo Domingo,Vencida,12
POL-003715,AS-05939,Vida,2023-08-08,2024-08-02,3140.958533674891,60295.40462399878,43.009206010903824,Agente,Riobamba,Vencida,12
POL-003716,AS-01874,Vehículos,2025-01-06,2026-01-01,2471.6690128373066,51208.483598205756,321.4791480175787,Digital,Riobamba,Vigente,12
POL-003717,AS-02038,Vehículos,2021-06-27,2021-12-24,1976.8366786105169,19714.932949154358,1039.7179089526462,Bancaseguros,Guayaquil,Vencida,6
POL-003718,AS-00477,Vehículos,2022-01-23,2023-01-18,719.196065961738,18880.366018391163,1102.8723109794237,Corredor,Quito,Vencida,12
POL-003719,AS-02678,Vehículos,2022-01-27,2023-01-22,1578.854769173862,29730.486813031104,1533.7057312157917,Agente,Quito,Vencida,12
POL-003720,AS-01567,Vida,2021-01-17,2022-01-12,2983.2139157744086,47232.50138963999,17.729513930234134,Digital,Portoviejo,Vencida,12
POL-003721,AS-02058,Vida,2024-01-01,2024-12-26,1275.7545195353055,139872.11531291928,27.487561082254242,Agente,Loja,Vencida,12
POL-003722,AS-05015,Vehículos,2022-01-02,2022-12-28,1972.75328072372,18552.352568398077,1467.2807811791135,Corredor,Machala,Vencida,12
POL-003723,AS-05613,Vehículos,2021-11-25,2022-11-20,941.4457931816693,7422.64778259404,529.4324806722598,Agente,Cuenca,Vencida,12
POL-003724,AS-01134,Vehículos,2025-02-06,2027-01-27,2102.8904478965437,15529.291872530443,323.1712305279707,Corredor,Machala,Vigente,24
POL-003725,AS-02229,Vehículos,2023-11-06,2025-10-26,2287.995106438583,67245.9043516042,920.1372669386152,Agente,Manta,Vigente,24
POL-003726,AS-05574,Vida,2022-03-31,2023-03-26,1920.0298013399993,182990.38840570996,0.0,Agente,Ambato,Vencida,12
POL-003727,AS-00372,Generales,2021-02-05,2022-01-31,4135.889898403009,429657.94597381,2005.5727327113889,Agente,Machala,Vencida,12
POL-003728,AS-00563,Vehículos,2024-06-30,2025-06-25,2416.6711812294648,47430.72915030224,532.7450806121196,Bancaseguros,Ibarra,Vigente,12
POL-003729,AS-00987,Vehículos,2022-03-18,2023-03-13,1719.2312601235776,23270.44783750969,211.07899064425214,Agente,Cuenca,Vencida,12
POL-003730,AS-03613,Vehículos,2023-06-21,2024-06-15,364.5703781210336,78954.7741233186,499.45766207738933,Digital,Manta,Vencida,12
POL-003731,AS-00911,Vehículos,2021-12-09,2022-12-04,2152.985083253283,27494.272547063374,1213.1227889852914,Corredor,Quito,Vencida,12
POL-003732,AS-05804,Vehículos,2022-02-07,2024-01-28,1812.6748705874102,10335.21964469636,1082.924629142713,Agente,Quito,Vencida,24
POL-003733,AS-02703,Vehículos,2023-12-19,2024-12-13,1061.5205874136811,34212.023832298015,1052.3149873070047,Agente,Santo Domingo,Vencida,12
POL-003734,AS-03031,Vehículos,2022-03-07,2024-02-25,340.67317300791916,75581.6862664786,409.31558714645416,Bancaseguros,Riobamba,Vencida,24
POL-003735,AS-01484,Vehículos,2024-10-01,2025-03-30,1359.2602913266992,49243.109265403844,820.6286391552501,Agente,Quito,Vencida,6
POL-003736,AS-02859,Vehículos,2023-06-05,2023-12-02,1781.133253761971,17886.878806915916,201.94706862911,Bancaseguros,Quito,Vencida,6
POL-003737,AS-04008,Vehículos,2022-11-21,2023-05-20,1581.0480052400987,71318.59938385122,1504.1141085906484,Agente,Quito,Vencida,6
POL-003738,AS-04523,Vida,2024-01-02,2024-12-27,2343.9332646187468,177018.79304739906,43.86811046032377,Corredor,Machala,Vencida,12
POL-003739,AS-04535,Salud,2024-06-14,2025-06-09,2517.6396107686196,42395.00885492633,465.2612232648824,Digital,Loja,Vigente,12
POL-003740,AS-03507,Vehículos,2024-11-09,2025-05-08,607.260956153008,74272.47126464505,243.5516835254535,Agente,Santo Domingo,Vencida,6
POL-003741,AS-05434,Vehículos,2022-09-27,2023-09-22,1232.1776221857274,25965.327519919647,781.8127042048221,Agente,Ambato,Vencida,12
POL-003742,AS-04914,Salud,2022-05-02,2023-04-27,3717.5016792729202,80750.30708283794,743.0543314471056,Agente,Ambato,Vencida,12
POL-003743,AS-04554,Vehículos,2021-08-19,2022-08-14,1463.9940437993046,56841.795520295156,1115.781086463014,Agente,Guayaquil,Vencida,12
POL-003744,AS-00337,Generales,2022-03-26,2024-03-15,744.7761965446457,152125.2001510717,2373.4112671684106,Agente,Quito,Vencida,24
POL-003745,AS-00045,Salud,2023-10-26,2024-10-20,2156.7085599823145,11475.58681507934,491.45403009386763,Agente,Quito,Vencida,12
POL-003746,AS-01290,Vida,2023-11-06,2025-10-26,1529.8888633989372,147709.5777352211,0.0,Corredor,Tulcán,Vigente,24
POL-003747,AS-04020,Vida,2024-02-12,2025-02-06,1406.1671875633215,105144.74030991143,0.0,Agente,Guayaquil,Vencida,12
POL-003748,AS-02481,Vehículos,2022-11-10,2023-11-05,310.6779159555114,52053.5306085738,1033.7302323351178,Bancaseguros,Quito,Vencida,12
POL-003749,AS-02420,Vehículos,2022-11-26,2024-11-15,525.1141581299714,73521.48685816166,783.3008729978703,Corredor,Guayaquil,Vencida,24
POL-003750,AS-05320,Generales,2023-02-06,2024-02-01,2640.899516313134,379967.97746608744,1137.3839468048027,Agente,Riobamba,Vencida,12
POL-003751,AS-05388,Vehículos,2021-05-15,2022-05-10,1666.2904137268104,33970.28190803483,395.2555153439062,Agente,Loja,Vencida,12
POL-003752,AS-05465,Vehículos,2022-12-16,2023-12-11,379.3512970441203,35545.171940207234,1121.4820830830793,Corredor,Quito,Vencida,12
POL-003753,AS-01887,Vehículos,2021-09-27,2022-09-22,1257.2331588821921,27145.232109148583,816.1586419862498,Agente,Guayaquil,Vencida,12
POL-003754,AS-04183,Vida,2022-01-25,2023-01-20,1722.1301516839744,180136.1765834951,58.17474998486907,Corredor,Quito,Vencida,12
POL-003755,AS-01629,Vida,2021-06-30,2022-06-25,1292.1808005887153,193395.6361394274,0.0,Bancaseguros,Quito,Vencida,12
POL-003756,AS-01160,Vehículos,2024-11-10,2025-11-05,1414.501917323743,11843.248555744747,971.7673785555438,Digital,Ambato,Vigente,12
POL-003757,AS-01126,Salud,2021-05-25,2021-11-21,1008.0869049941549,10134.52975602255,435.3358159450346,Corredor,Manta,Vencida,6
POL-003758,AS-02051,Vehículos,2024-05-18,2025-05-13,426.1835402361793,42127.061083197084,392.76627996116406,Digital,Machala,Vencida,12
POL-003759,AS-02601,Vehículos,2024-01-28,2025-01-22,1251.346206725533,46670.08587203519,749.5046873442353,Agente,Santo Domingo,Vencida,12
POL-003760,AS-04994,Vehículos,2023-09-09,2024-09-03,1205.6754413272836,55628.51257454826,555.9854882768191,Corredor,Quito,Vencida,12
POL-003761,AS-00726,Hogar,2021-07-17,2022-01-13,822.7191802690905,100806.25890883879,1194.1320373655817,Corredor,Quito,Vencida,6
POL-003762,AS-04430,Vehículos,2024-07-02,2025-06-27,1065.0390013916126,27334.198360966457,856.5654153173642,Agente,Babahoyo,Vigente,12
POL-003763,AS-03220,Hogar,2024-05-08,2025-05-03,232.73813566448462,15407.892207555735,1524.4697405224913,Agente,Guayaquil,Vencida,12
POL-003764,AS-01728,Hogar,2021-12-14,2022-12-09,848.9442988822643,83297.05236091914,1465.805401606319,Agente,Riobamba,Vencida,12
POL-003765,AS-02984,Hogar,2021-12-22,2022-12-17,757.394091755966,77312.51388071943,1570.1869939860712,Agente,Guayaquil,Vencida,12
POL-003766,AS-01796,Vehículos,2024-06-27,2025-06-22,1144.8773635244675,57080.867859631544,1057.450834328583,Digital,Quito,Vigente,12
POL-003767,AS-03616,Salud,2023-01-25,2024-01-20,1489.9427465246629,41196.67584299061,638.1051895750883,Agente,Quito,Vencida,12
POL-003768,AS-02622,Vehículos,2023-04-13,2024-04-07,537.2851217973606,70100.61019377325,556.1949207074363,Digital,Guayaquil,Vencida,12
POL-003769,AS-00998,Vida,2022-11-05,2023-10-31,2533.9885094437273,163355.8553315533,47.9353922480914,Corredor,Latacunga,Vencida,12
POL-003770,AS-00704,Salud,2023-03-18,2024-03-12,2347.4083080234864,74420.08585299029,738.0373988211958,Digital,Quito,Vencida,12
POL-003771,AS-03315,Vehículos,2021-01-13,2022-01-08,519.2596185948591,60942.93033097218,532.8247809811915,Corredor,Riobamba,Vencida,12
POL-003772,AS-05423,Vida,2023-02-22,2024-02-17,1698.8078481953607,34937.17875958342,0.0,Corredor,Guayaquil,Vencida,12
POL-003773,AS-02059,Salud,2020-09-27,2021-09-22,3180.2709340453034,56259.055701581914,147.84225109859918,Corredor,Quito,Vencida,12
POL-003774,AS-04420,Salud,2025-03-09,2026-03-04,2425.0373989243435,62848.80296495287,394.95689819695684,Agente,Quito,Vigente,12
POL-003775,AS-03986,Vehículos,2022-11-11,2023-11-06,1750.5242868469506,13711.82408543696,1418.0733796616423,Agente,Quito,Vencida,12
POL-003776,AS-05591,Hogar,2020-07-03,2021-06-28,298.9561691524372,69675.969301868,997.4264455759742,Corredor,Guayaquil,Vencida,12
POL-003777,AS-04937,Salud,2023-07-14,2025-07-03,2387.333056420976,80073.53015596521,204.54626343800365,Corredor,Quito,Vigente,24
POL-003778,AS-03435,Salud,2025-01-15,2026-01-10,3175.8657304073017,50749.53617178004,602.9886866719506,Agente,Guayaquil,Vigente,12
POL-003779,AS-03973,Salud,2021-01-28,2021-07-27,659.2598730260916,23806.898261192957,539.4953855122994,Digital,Guayaquil,Vencida,6
POL-003780,AS-05401,Vehículos,2021-08-14,2023-08-04,2341.2210444276534,5506.148924454842,1311.411257758498,Corredor,Ambato,Vencida,24
POL-003781,AS-02403,Vida,2022-08-15,2023-08-10,2774.598130902968,118366.72466245931,23.604834552754806,Digital,Quito,Vencida,12
POL-003782,AS-01964,Salud,2020-10-28,2022-10-18,1533.052034239346,95668.69667021335,285.7311699231808,Bancaseguros,Tulcán,Vencida,24
POL-003783,AS-00067,Vehículos,2024-05-10,2024-11-06,1501.920739562029,71020.789484984,1453.4642114425958,Agente,Santo Domingo,Vencida,6
POL-003784,AS-04968,Salud,2020-11-18,2021-11-13,3380.1206325961502,17026.003224250064,362.3974946206647,Agente,Portoviejo,Vencida,12
POL-003785,AS-04811,Vehículos,2023-05-29,2024-05-23,2109.201208726155,49852.58839684437,1344.5211867378894,Corredor,Ambato,Vencida,12
POL-003786,AS-00631,Hogar,2022-07-06,2023-07-01,849.9506053083733,80514.90204310982,1415.3830398077323,Digital,Ibarra,Vencida,12
POL-003787,AS-03499,Vehículos,2023-06-28,2024-06-22,1450.57782597852,69858.33275537808,1247.4633245211771,Corredor,Guayaquil,Vencida,12
POL-003788,AS-02814,Vehículos,2024-07-28,2026-07-18,1804.9103928127204,50213.88691881856,1025.8079551595142,Agente,Guayaquil,Vigente,24
POL-003789,AS-00717,Generales,2021-12-16,2022-12-11,2479.5866360160544,367611.95466327877,1879.571552124682,Bancaseguros,Quito,Vencida,12
POL-003790,AS-05880,Generales,2023-12-09,2024-12-03,3005.5729818947366,23811.141732340813,1193.169621072436,Corredor,Esmeraldas,Vencida,12
POL-003791,AS-01302,Generales,2021-12-12,2022-12-07,1637.433920846142,345342.5449358682,3555.5336447212994,Agente,Guayaquil,Vencida,12
POL-003792,AS-00404,Hogar,2022-03-24,2023-03-19,1218.6514680927526,30613.483203595384,498.9329081288896,Agente,Quito,Vencida,12
POL-003793,AS-03612,Hogar,2022-09-22,2024-09-11,239.7338212146772,61771.21110701574,1393.672936409897,Agente,Guayaquil,Vencida,24
POL-003794,AS-04458,Hogar,2025-02-20,2026-02-15,366.259030324908,28722.492187279928,1383.6127282503544,Bancaseguros,Manta,Vigente,12
POL-003795,AS-00192,Vehículos,2021-07-20,2022-07-15,688.0409877313746,74203.97276479313,1037.5869360136512,Agente,Guayaquil,Vencida,12
POL-003796,AS-03986,Vehículos,2024-06-05,2025-05-31,910.3241394226147,38593.1446658256,1374.4457588087591,Corredor,Quito,Vencida,12
POL-003797,AS-03225,Hogar,2021-10-29,2022-10-24,296.98949112988095,68043.17425369404,297.77621035488653,Digital,Quito,Vencida,12
POL-003798,AS-00625,Vehículos,2020-11-10,2021-11-05,408.75926992589564,33842.055791991035,286.51468390981734,Bancaseguros,Loja,Vencida,12
POL-003799,AS-01050,Vehículos,2022-06-16,2023-06-11,1124.1953163164767,23534.225906583826,796.4183631065231,Corredor,Manta,Vencida,12
POL-003800,AS-03445,Vehículos,2021-10-23,2022-04-21,2069.2027634339865,53542.4147647865,427.26020314669876,Corredor,Quito,Vencida,6
POL-003801,AS-01774,Hogar,2022-04-22,2023-04-17,647.2971842490274,76318.8739275412,1944.6988136688867,Bancaseguros,Cuenca,Vencida,12
POL-003802,AS-05628,Generales,2021-04-30,2022-04-25,2967.63707436791,383370.4109224275,1324.901270642801,Agente,Machala,Vencida,12
POL-003803,AS-04921,Vehículos,2023-09-24,2024-09-18,1209.437950165231,7581.749102336606,431.7906914166381,Corredor,Guayaquil,Vencida,12
POL-003804,AS-05899,Salud,2021-11-16,2022-11-11,2456.7732173166987,86862.93672576026,419.7147676967466,Digital,Quito,Vencida,12
POL-003805,AS-01559,Vida,2025-03-29,2026-03-24,898.7650608462927,98078.46275007597,43.737733835480306,Agente,Quito,Vigente,12
POL-003806,AS-05815,Vehículos,2020-06-10,2021-06-05,1997.7593718280737,45111.64699577462,360.90961135991773,Agente,Cuenca,Vencida,12
POL-003807,AS-02607,Vida,2024-07-12,2025-07-07,1778.9623726067352,146454.15998927964,14.118887559975757,Digital,Santo Domingo,Vigente,12
POL-003808,AS-02078,Vida,2022-08-17,2023-08-12,1412.7406476334486,61161.430929114824,0.0,Agente,Guayaquil,Vencida,12
POL-003809,AS-00305,Generales,2024-04-25,2024-10-22,3610.7685742923386,125414.92944143579,1550.3620696115297,Bancaseguros,Quito,Vencida,6
POL-003810,AS-00319,Vehículos,2021-10-07,2022-10-02,1924.28090216396,42095.63681220292,659.2902348630896,Digital,Quito,Vencida,12
POL-003811,AS-04189,Vehículos,2020-07-24,2022-07-14,2039.6246209127728,41446.05340493095,1227.1156531848937,Corredor,Ambato,Vencida,24
POL-003812,AS-02771,Vehículos,2022-01-22,2023-01-17,1361.618372080238,9208.048694745085,483.19491918348785,Agente,Manta,Vencida,12
POL-003813,AS-01371,Vida,2022-04-01,2023-03-27,1239.9437526647687,184814.98555531734,38.16597257165738,Corredor,Guayaquil,Vencida,12
POL-003814,AS-03723,Hogar,2023-11-28,2024-11-22,255.5318300051667,95611.13242166663,562.4912655603953,Agente,Manta,Vencida,12
POL-003815,AS-01518,Vehículos,2020-11-27,2021-11-22,1724.4061988730684,22140.549384096958,905.1967743937215,Agente,Riobamba,Vencida,12
POL-003816,AS-03505,Hogar,2024-10-01,2025-03-30,305.1475358555205,66424.79797451485,1293.6974901629412,Corredor,Quito,Vencida,6
POL-003817,AS-02154,Vehículos,2020-12-08,2021-12-03,2159.1652260252486,35913.631079976156,1048.9142281947616,Digital,Cuenca,Vencida,12
POL-003818,AS-04950,Vehículos,2023-03-16,2025-03-05,1629.0492374277876,27620.811174276147,1481.851741957723,Digital,Guayaquil,Vencida,24
POL-003819,AS-04935,Hogar,2022-07-15,2023-07-10,1146.6769309626266,36892.05366896465,1596.3393693728121,Agente,Guayaquil,Vencida,12
POL-003820,AS-02895,Vehículos,2021-12-16,2022-12-11,965.8707513700406,45995.51990571677,1352.2088355668327,Corredor,Cuenca,Vencida,12
POL-003821,AS-02099,Vehículos,2023-12-30,2025-12-19,1754.4638352514555,24229.172315340213,560.4047915759331,Digital,Cuenca,Vigente,24
POL-003822,AS-02175,Salud,2023-10-18,2024-10-12,717.5634381834868,45132.23569631479,533.508703081466,Agente,Santo Domingo,Vencida,12
POL-003823,AS-04846,Vehículos,2025-01-26,2027-01-16,794.073571652334,78303.4792785834,989.7600574875912,Agente,Guayaquil,Vigente,24
POL-003824,AS-01971,Vehículos,2020-06-22,2021-06-17,1988.2286327769048,16369.637409691375,518.7433620107244,Bancaseguros,Loja,Vencida,12
POL-003825,AS-01270,Salud,2022-04-06,2024-03-26,3126.811830116923,16248.656062604408,433.80557441521137,Agente,Guayaquil,Vencida,24
POL-003826,AS-00512,Vehículos,2020-08-21,2021-08-16,2199.5932893136064,30182.11064405239,833.727645035124,Agente,Ambato,Vencida,12
POL-003827,AS-02829,Salud,2022-10-02,2023-09-27,791.523087371208,40640.139971679404,306.6193590553369,Corredor,Ambato,Vencida,12
POL-003828,AS-02923,Salud,2022-01-28,2023-01-23,2940.446360298926,36620.89209633249,730.6129162825571,Agente,Machala,Vencida,12
POL-003829,AS-05051,Vehículos,2025-03-11,2027-03-01,2393.8396490342307,28596.349328179058,1037.3271341405405,Corredor,Quito,Vigente,24
POL-003830,AS-01338,Vehículos,2022-11-07,2023-11-02,565.6929219757708,43706.668987099474,1310.258437701239,Corredor,Guayaquil,Vencida,12
POL-003831,AS-02284,Vehículos,2023-05-27,2024-05-21,2348.505259778094,55789.02379003713,414.77297443254673,Agente,Guayaquil,Vencida,12
POL-003832,AS-04864,Hogar,2022-10-17,2024-10-06,1326.5000278446078,94451.73095636058,1411.2189241500548,Agente,Quito,Vencida,24
POL-003833,AS-04951,Vida,2024-10-17,2025-10-12,2809.9269621199805,131533.93317968445,88.27805888136302,Agente,Quito,Vigente,12
POL-003834,AS-02306,Vehículos,2023-09-06,2024-08-31,1730.6077904250105,27581.15805033457,265.6907317322793,Digital,Tulcán,Vencida,12
POL-003835,AS-02781,Vida,2023-03-05,2024-02-28,2273.20429153848,170966.19562794102,0.0,Corredor,Portoviejo,Vencida,12
POL-003836,AS-01813,Vehículos,2023-08-27,2024-08-21,2344.8049352074113,19152.537668451278,1207.9391304530882,Digital,Quito,Vencida,12
POL-003837,AS-05597,Vehículos,2024-05-22,2024-11-18,2042.2340229761112,26320.872796435648,1484.1339598438103,Digital,Cuenca,Vencida,6
POL-003838,AS-00717,Salud,2023-09-17,2024-09-11,2842.5190404558944,82326.75592391385,190.1402623853773,Bancaseguros,Quito,Vencida,12
POL-003839,AS-05603,Vehículos,2025-02-12,2026-02-07,1042.6941610513784,71069.15882602625,441.2414105192246,Digital,Tulcán,Vigente,12
POL-003840,AS-04141,Vehículos,2023-10-02,2024-09-26,2298.9290929346694,41012.158461465086,1269.390676505732,Corredor,Manta,Vencida,12
POL-003841,AS-03220,Hogar,2024-11-07,2025-11-02,891.5375857645835,78795.12448077432,1982.0585207074732,Agente,Guayaquil,Vigente,12
POL-003842,AS-00194,Vehículos,2024-01-11,2025-12-31,845.2681110438149,41426.52049682486,722.5963406559905,Agente,Manta,Vigente,24
POL-003843,AS-02883,Salud,2024-05-07,2025-05-02,3812.367726139172,49593.52274237106,438.7766303055272,Corredor,Ambato,Vencida,12
POL-003844,AS-02455,Vehículos,2024-09-06,2025-09-01,588.2989802347292,62000.603748962945,909.4710810727371,Digital,Machala,Vigente,12
POL-003845,AS-00978,Vida,2025-02-11,2027-02-01,691.3621390887935,126842.53491451114,0.0,Corredor,Ambato,Vigente,24
POL-003846,AS-03970,Vehículos,2025-01-19,2027-01-09,1586.413356697447,53180.13353817665,1095.3947583221614,Corredor,Quito,Vigente,24
POL-003847,AS-05828,Salud,2024-04-12,2025-04-07,1052.2863613314305,63411.11612825888,531.2139316219804,Agente,Manta,Vencida,12
POL-003848,AS-03405,Vehículos,2024-04-04,2025-03-30,982.7629851963494,74278.41942630538,1232.276126594697,Agente,Quito,Vencida,12
POL-003849,AS-04318,Vehículos,2022-12-02,2023-11-27,2221.4201341278567,48394.041070481006,835.1816081088183,Bancaseguros,Quito,Vencida,12
POL-003850,AS-00412,Generales,2024-12-12,2025-12-07,4271.099189738549,51356.35714064441,4360.3319528685415,Digital,Latacunga,Vigente,12
POL-003851,AS-02527,Salud,2022-07-01,2023-06-26,3210.3341241567014,53868.69980399816,152.64041551578896,Corredor,Quito,Vencida,12
POL-003852,AS-00703,Vehículos,2024-06-11,2025-06-06,359.0898202404033,71878.42338705841,552.1850833944691,Agente,Ibarra,Vigente,12
POL-003853,AS-03717,Vehículos,2022-07-28,2023-01-24,498.9135173798837,74741.8638096984,650.4253644687085,Agente,Quito,Vencida,6
POL-003854,AS-05629,Vehículos,2021-02-14,2022-02-09,1745.1130319887743,32275.963903561467,1285.2421231425317,Digital,Riobamba,Vencida,12
POL-003855,AS-04007,Vehículos,2024-03-01,2025-02-24,548.6663020968837,6839.623970868043,383.9605711104362,Digital,Guayaquil,Vencida,12
POL-003856,AS-00462,Salud,2020-07-21,2021-01-17,2862.4307612022176,91064.92004939022,158.42530465774098,Digital,Guayaquil,Vencida,6
POL-003857,AS-02122,Salud,2025-02-28,2026-02-23,3575.692106917009,77814.32890283312,486.8853792832976,Agente,Manta,Vigente,12
POL-003858,AS-03336,Vida,2022-09-30,2023-09-25,472.62294347145973,84700.51688464747,0.769378225063433,Agente,Esmeraldas,Vencida,12
POL-003859,AS-02426,Vehículos,2023-02-10,2024-02-05,1131.376473463865,49752.574159878764,1215.764012555474,Corredor,Tulcán,Vencida,12
POL-003860,AS-05009,Vida,2025-03-04,2026-02-27,1665.7657175625004,153724.59476234045,0.0,Agente,Manta,Vigente,12
POL-003861,AS-04898,Vida,2020-06-23,2021-06-18,2711.3048480905086,70259.74323708651,55.756512591640764,Digital,Ibarra,Vencida,12
POL-003862,AS-03713,Vehículos,2020-08-07,2021-08-02,352.87103565768814,59576.08825865657,709.4124741551084,Agente,Cuenca,Vencida,12
POL-003863,AS-02235,Vehículos,2021-06-12,2022-06-07,1456.9766002055974,19816.041896848696,1373.7931709770348,Agente,Machala,Vencida,12
POL-003864,AS-01534,Vehículos,2022-02-04,2022-08-03,1369.4260439954678,16429.696829452336,1239.416735327594,Corredor,Guayaquil,Vencida,6
POL-003865,AS-00640,Salud,2022-04-01,2023-03-27,3743.9405260315793,76444.12764836992,412.22009014960616,Corredor,Manta,Vencida,12
POL-003866,AS-02125,Vehículos,2022-02-08,2023-02-03,2313.1531157805193,61473.985006552466,1489.2101127500007,Corredor,Guayaquil,Vencida,12
POL-003867,AS-02496,Salud,2022-12-07,2023-12-02,2321.5768119733007,60350.60621969538,238.47054829677307,Agente,Guayaquil,Vencida,12
POL-003868,AS-04093,Vehículos,2024-04-03,2025-03-29,671.0564259592102,21501.619099076644,120.8381842745128,Digital,Portoviejo,Vencida,12
POL-003869,AS-03983,Vehículos,2023-08-04,2024-07-29,1217.7079318155356,73125.6427414148,603.1897475331258,Agente,Quito,Vencida,12
POL-003870,AS-00420,Vehículos,2024-01-16,2024-07-14,1449.1625772522736,11782.973945580461,220.56168350083104,Digital,Quito,Vencida,6
POL-003871,AS-02376,Vehículos,2022-11-09,2023-11-04,1263.3526992780694,8190.765051017066,555.4982910527391,Agente,Esmeraldas,Vencida,12
POL-003872,AS-01110,Vehículos,2023-10-29,2024-10-23,863.4879478943077,10896.55253345721,774.6596930318332,Agente,Quito,Vencida,12
POL-003873,AS-00951,Vida,2024-12-13,2025-12-08,556.6825030063021,118456.7515928638,76.91974922191392,Digital,Ambato,Vigente,12
POL-003874,AS-04972,Vehículos,2023-03-26,2025-03-15,432.95835674386933,42599.86182298141,410.0316507001246,Bancaseguros,Quito,Vencida,24
POL-003875,AS-00256,Vehículos,2021-10-19,2022-10-14,860.131521371398,77018.62301870312,1381.9443204957026,Agente,Esmeraldas,Vencida,12
POL-003876,AS-02536,Vehículos,2021-02-10,2022-02-05,913.4450329608954,65553.74916661726,1291.4307695239315,Bancaseguros,Guayaquil,Vencida,12
POL-003877,AS-01021,Vehículos,2020-10-23,2022-10-13,377.1736099714539,26598.741584545034,1206.1688878124905,Corredor,Guayaquil,Vencida,24
POL-003878,AS-05291,Salud,2022-02-27,2023-02-22,1826.1113344741664,46494.636259920764,437.5061425703889,Agente,Quito,Vencida,12
POL-003879,AS-03373,Hogar,2021-09-23,2023-09-13,1360.338211357388,31257.783659565055,1608.309213856077,Agente,Ibarra,Vencida,24
