id_asegurado,segmento,ciudad,antiguedad_anios,n_polizas,reclamos_12m,total_siniestros_hist,mora_actual,score_cliente,perfil_riesgo
AS-03532,Particular,Machala,5.8,1,0,1,0,82.98851171768867,bajo
AS-03533,Empresa pequeña,Cuenca,11.7,1,0,0,0,90.08284387854857,bajo
AS-03534,Empresa pequeña,Guayaquil,2.5,2,0,0,0,80.00473648736678,bajo
AS-03535,Particular,Manta,2.6,2,1,1,0,99.3792175090458,bajo
AS-03536,Particular,Quito,7.5,2,1,3,0,71.77221195874598,medio
AS-03537,Particular,Guayaquil,18.7,1,0,0,0,77.79473493881117,bajo
AS-03538,Particular,Guayaquil,6.9,5,5,10,0,8.437988255312899,alto
AS-03539,Empresa mediana,Guayaquil,1.3,1,0,0,1,71.45485329580981,bajo
AS-03540,Particular,Ibarra,4.6,1,0,1,0,72.79819959477584,bajo
AS-03541,Particular,Guayaquil,19.2,3,0,0,0,78.95425652307789,bajo
AS-03542,Empresa pequeña,Quito,1.8,2,1,0,0,73.85500719065668,medio
AS-03543,Empresa pequeña,Guayaquil,14.0,1,0,4,0,70.59708520568702,medio
AS-03544,Particular,Esmeraldas,17.2,3,0,1,0,89.61311961507622,bajo
AS-03545,Empresa pequeña,Machala,1.0,1,0,0,0,100.0,bajo
AS-03546,Particular,Manta,11.4,3,0,1,0,86.66566070006577,bajo
AS-03547,Particular,Loja,7.7,2,0,1,0,100.0,bajo
AS-03548,Empresa pequeña,Guayaquil,4.4,3,0,2,0,75.53270429639302,medio
AS-03549,Empresa mediana,Riobamba,6.1,3,1,0,0,86.94209875243224,bajo
AS-03550,Empresa mediana,Guayaquil,15.0,1,0,0,0,73.32087210646769,bajo
AS-03551,Empresa grande,Ibarra,11.1,3,0,1,0,47.14272724320392,medio
AS-03552,Empresa pequeña,Cuenca,9.5,1,2,1,0,76.36070287317273,bajo
AS-03553,Empresa mediana,Cuenca,10.9,4,0,2,0,65.7335498880246,medio
AS-03554,Particular,Quito,9.5,2,0,3,1,58.75778275792212,medio
AS-03555,Empresa pequeña,Quito,15.6,2,0,4,0,49.799611277471236,medio
AS-03556,Empresa mediana,Latacunga,5.2,3,1,3,0,43.338596944752645,medio
AS-03557,Particular,Guayaquil,11.9,6,2,7,0,30.80271467537387,alto
AS-03558,Particular,Quito,15.9,2,0,0,0,96.11539100828091,bajo
AS-03559,Particular,Guayaquil,11.7,2,0,0,0,87.9343597374213,bajo
AS-03560,Particular,Ibarra,15.9,3,0,2,0,50.90391818277088,medio
AS-03561,Empresa pequeña,Guayaquil,11.1,2,0,0,0,86.86393371470082,bajo
AS-03562,Empresa mediana,Guayaquil,19.0,1,0,1,0,70.81618011492036,bajo
AS-03563,Particular,Portoviejo,4.5,1,0,0,0,85.05039147510723,bajo
AS-03564,Particular,Quito,17.4,2,0,0,0,100.0,bajo
AS-03565,Particular,Quito,6.3,3,1,2,0,98.69192909921021,bajo
AS-03566,Particular,Ibarra,10.0,1,0,1,0,81.7583048842554,bajo
AS-03567,Particular,Portoviejo,7.6,3,0,0,0,87.64537344102851,bajo
AS-03568,Particular,Riobamba,12.9,3,2,11,1,13.671590063577808,alto
AS-03569,Particular,Quito,11.2,4,5,5,0,11.321698283890413,alto
AS-03570,Empresa pequeña,Quito,6.1,2,0,0,1,87.42008777380657,bajo
AS-03571,Empresa pequeña,Guayaquil,13.2,2,0,0,0,79.11258899563074,bajo
AS-03572,Particular,Ambato,5.4,2,0,2,0,93.85991869286973,bajo
AS-03573,Particular,Ambato,19.6,5,2,4,0,11.80392862966342,alto
AS-03574,Particular,Quito,11.2,1,0,2,0,80.17025971802937,bajo
AS-03575,Empresa pequeña,Guayaquil,12.6,3,0,2,0,85.44969455643984,bajo
AS-03576,Particular,Babahoyo,11.1,3,0,0,0,79.13477927150855,bajo
AS-03577,Empresa pequeña,Ibarra,18.4,1,0,1,0,93.14022541252774,bajo
AS-03578,Particular,Cuenca,9.3,3,0,1,0,83.80858636735753,bajo
AS-03579,Empresa pequeña,Quito,15.5,1,0,1,1,68.1231218584194,bajo
AS-03580,Particular,Cuenca,19.2,3,0,1,1,59.46882534050387,medio
AS-03581,Particular,Ambato,9.9,4,0,0,1,51.62385701508481,medio
AS-03582,Particular,Guayaquil,10.6,1,0,3,0,52.45669530994201,medio
AS-03583,Particular,Quito,19.9,3,0,1,0,100.0,bajo
AS-03584,Particular,Riobamba,18.2,4,5,11,1,0.0,alto
AS-03585,Empresa pequeña,Babahoyo,9.7,3,0,1,0,83.95626874955445,bajo
AS-03586,Particular,Guayaquil,3.7,1,0,2,0,34.83246187397952,medio
AS-03587,Empresa pequeña,Guayaquil,4.6,1,0,1,0,78.12152561401467,bajo
AS-03588,Particular,Guayaquil,7.3,2,0,1,0,84.80936508291713,bajo
AS-03589,Empresa mediana,Quito,15.4,2,0,0,0,96.59792003220781,bajo
AS-03590,Empresa pequeña,Portoviejo,13.6,1,0,0,0,93.1188516094912,bajo
AS-03591,Particular,Guayaquil,6.9,6,4,10,1,30.34189666847008,alto
AS-03592,Particular,Tulcán,10.5,3,0,0,0,83.4206044479426,bajo
AS-03593,Empresa grande,Santo Domingo,18.4,3,0,0,0,100.0,bajo
AS-03594,Empresa grande,Guayaquil,10.0,1,0,1,0,74.50277888430139,bajo
AS-03595,Empresa pequeña,Riobamba,7.1,4,2,5,1,67.59616619893399,medio
AS-03596,Particular,Guayaquil,5.3,3,2,2,0,55.83220435200364,medio
AS-03597,Particular,Guayaquil,6.5,1,0,1,0,65.83310580986483,bajo
AS-03598,Particular,Manta,0.2,3,0,0,0,90.7356666823658,bajo
AS-03599,Particular,Manta,6.7,1,0,2,0,82.18072481513114,bajo
AS-03600,Empresa mediana,Portoviejo,10.5,2,0,0,0,90.76261870023296,bajo
AS-03601,Empresa mediana,Quito,12.2,1,0,2,0,95.18032256514,bajo
AS-03602,Particular,Santo Domingo,0.7,3,3,6,0,27.70445274275407,alto
AS-03603,Particular,Machala,4.4,3,0,3,0,83.34906047892963,bajo
AS-03604,Empresa mediana,Cuenca,17.4,2,0,1,0,76.10341409478741,bajo
AS-03605,Empresa mediana,Ambato,5.4,2,1,0,0,81.3106500076573,bajo
AS-03606,Empresa mediana,Riobamba,12.4,2,0,1,0,89.54550309166224,bajo
AS-03607,Empresa grande,Santo Domingo,1.5,1,0,1,0,79.2007352688918,bajo
AS-03608,Empresa mediana,Machala,6.6,2,0,1,0,93.20992404624971,bajo
AS-03609,Particular,Quito,4.0,2,1,3,0,35.75211894224234,medio
AS-03610,Particular,Machala,7.5,3,1,0,0,74.22393116047364,bajo
AS-03611,Particular,Guayaquil,15.2,2,1,3,0,53.77013705536116,medio
AS-03612,Empresa mediana,Guayaquil,9.5,2,0,1,0,91.55686300920026,bajo
AS-03613,Empresa mediana,Manta,4.9,5,5,5,1,21.30453357491922,alto
AS-03614,Particular,Guayaquil,12.9,3,1,2,1,75.07909890547961,bajo
AS-03615,Empresa grande,Quito,8.3,6,2,2,0,30.464278779089057,alto
AS-03616,Particular,Quito,16.1,2,1,1,0,100.0,bajo
AS-03617,Particular,Portoviejo,10.6,3,0,0,0,80.97098095666087,bajo
AS-03618,Particular,Quito,5.2,2,0,2,0,94.57922451035601,bajo
AS-03619,Particular,Machala,17.6,2,1,3,0,63.77381430938468,medio
AS-03620,Particular,Machala,10.2,3,0,1,0,82.17323593786936,bajo
AS-03621,Empresa mediana,Ibarra,6.6,3,0,1,0,70.93570274259467,bajo
AS-03622,Empresa mediana,Ambato,18.0,3,0,1,0,100.0,bajo
AS-03623,Particular,Guayaquil,0.2,3,0,0,0,52.80887375312595,medio
AS-03624,Empresa pequeña,Santo Domingo,13.0,1,0,1,0,88.93467451030185,bajo
AS-03625,Particular,Manta,17.8,1,0,0,1,90.08883508372988,bajo
AS-03626,Empresa grande,Manta,11.9,2,0,1,0,67.06053641365507,bajo
AS-03627,Empresa pequeña,Quito,2.4,3,0,0,0,82.62838477254209,bajo
AS-03628,Particular,Quito,13.3,3,1,1,0,100.0,bajo
AS-03629,Empresa mediana,Esmeraldas,6.1,1,0,0,0,69.38599242395176,bajo
AS-03630,Empresa mediana,Cuenca,14.2,1,2,1,0,89.53622485057481,bajo
AS-03631,Empresa pequeña,Manta,10.6,2,1,3,0,61.48220568790876,medio
AS-03632,Particular,Guayaquil,1.8,2,0,4,1,42.22857076155298,medio
AS-03633,Empresa mediana,Guayaquil,2.7,2,0,0,0,79.12015006394513,bajo
AS-03634,Particular,Guayaquil,10.6,3,0,1,0,100.0,bajo
AS-03635,Particular,Cuenca,11.5,3,0,1,0,82.00773041768281,bajo
AS-03636,Particular,Guayaquil,13.5,2,0,2,0,80.13409198147701,bajo
AS-03637,Particular,Machala,16.9,1,0,5,0,45.704388603649804,medio
AS-03638,Empresa pequeña,Tulcán,0.6,2,0,1,0,95.35030557634478,bajo
AS-03639,Empresa pequeña,Quito,17.2,1,1,1,0,59.98133659950122,medio
AS-03640,Particular,Guayaquil,15.4,4,0,4,1,50.189028049628924,medio
AS-03641,Empresa mediana,Machala,2.4,1,0,2,0,76.2153398744101,bajo
AS-03642,Empresa mediana,Manta,12.4,1,0,1,0,95.2871551281023,bajo
AS-03643,Empresa pequeña,Santo Domingo,11.4,3,0,0,0,92.75021103723994,bajo
AS-03644,Particular,Ambato,6.9,2,0,1,0,74.42496194996882,bajo
AS-03645,Empresa pequeña,Quito,3.5,2,0,0,0,87.94499568185577,bajo
AS-03646,Particular,Quito,15.5,1,0,0,0,76.32976774919004,bajo
AS-03647,Empresa mediana,Santo Domingo,19.0,3,3,2,1,37.49330573927694,alto
AS-03648,Particular,Guayaquil,11.2,2,0,0,0,81.16369887928829,bajo
AS-03649,Empresa mediana,Latacunga,8.5,2,0,2,1,70.81436867474287,medio
AS-03650,Empresa pequeña,Guayaquil,10.2,3,2,5,0,61.144372152124504,medio
AS-03651,Particular,Ibarra,1.1,1,0,2,0,99.34026423418378,bajo
AS-03652,Particular,Quito,12.6,3,0,1,0,84.45398786136832,bajo
AS-03653,Empresa mediana,Manta,19.3,1,1,5,0,57.42386903915798,medio
AS-03654,Empresa grande,Ambato,0.6,1,0,0,0,88.7717315859893,bajo
AS-03655,Empresa pequeña,Guayaquil,4.2,1,0,1,0,71.74681741135595,bajo
AS-03656,Particular,Quito,4.4,4,0,1,0,47.220701480273306,medio
AS-03657,Empresa pequeña,Cuenca,12.8,2,3,4,1,41.83589233453971,medio
AS-03658,Empresa pequeña,Guayaquil,18.8,3,0,0,0,82.76761170814459,bajo
AS-03659,Particular,Guayaquil,16.9,2,1,1,0,49.5024481198674,medio
AS-03660,Particular,Riobamba,8.8,2,0,0,0,93.46265519698622,bajo
AS-03661,Empresa mediana,Ambato,4.0,3,0,1,0,86.19980365621508,bajo
AS-03662,Particular,Riobamba,6.6,1,0,0,0,79.65961451072339,bajo
AS-03663,Particular,Guayaquil,10.6,3,0,2,1,79.56674279855699,bajo
AS-03664,Particular,Manta,6.8,1,2,3,0,54.261891052332864,medio
AS-03665,Empresa pequeña,Guayaquil,18.8,3,0,2,0,98.76367582708207,bajo
AS-03666,Empresa mediana,Guayaquil,19.1,4,0,1,0,57.11065922045556,medio
AS-03667,Empresa grande,Babahoyo,3.7,1,0,2,0,80.95690126287496,bajo
AS-03668,Empresa pequeña,Quito,7.7,4,0,0,1,49.55211030625732,medio
AS-03669,Particular,Riobamba,1.2,4,0,4,0,54.189267315297265,medio
AS-03670,Empresa mediana,Babahoyo,19.3,4,1,3,0,49.393436589608456,medio
AS-03671,Particular,Santo Domingo,17.8,3,1,1,0,94.74728740799178,bajo
AS-03672,Empresa mediana,Santo Domingo,9.3,5,4,8,0,38.961576900142255,alto
AS-03673,Particular,Tulcán,12.8,4,0,4,0,41.684903439631356,medio
AS-03674,Particular,Tulcán,3.4,2,2,7,0,41.600790933777425,alto
AS-03675,Particular,Guayaquil,0.9,2,0,0,1,84.97655697483741,bajo
AS-03676,Particular,Machala,2.8,2,0,4,0,43.06437049007758,medio
AS-03677,Particular,Quito,6.9,4,3,10,0,12.665984955008474,alto
AS-03678,Particular,Manta,19.8,1,1,0,0,84.2487850560087,bajo
AS-03679,Empresa mediana,Babahoyo,3.8,2,0,0,0,77.35853748553534,bajo
AS-03680,Particular,Quito,8.1,3,0,0,0,71.88141020075393,bajo
AS-03681,Particular,Quito,1.7,2,0,0,0,84.00226935808415,bajo
AS-03682,Empresa pequeña,Guayaquil,12.0,3,1,3,0,58.432350720151355,medio
AS-03683,Empresa pequeña,Latacunga,16.1,1,0,0,1,95.49347358405237,bajo
AS-03684,Particular,Manta,9.6,3,0,6,0,48.34607392148526,medio
AS-03685,Empresa pequeña,Portoviejo,2.3,4,0,4,1,48.81547342474416,medio
AS-03686,Particular,Quito,16.7,2,3,7,0,0.6473236062647807,alto
AS-03687,Particular,Guayaquil,8.3,2,0,0,0,88.42594958339446,bajo
AS-03688,Empresa mediana,Guayaquil,0.5,3,2,9,0,14.523876554889897,alto
AS-03689,Particular,Quito,4.9,3,0,2,0,80.67695368999507,bajo
AS-03690,Particular,Machala,7.2,3,1,1,0,96.94142783211386,bajo
AS-03691,Particular,Quito,9.3,1,1,2,1,75.16679622352724,bajo
AS-03692,Particular,Machala,12.0,1,1,1,0,98.09734252259203,bajo
AS-03693,Empresa mediana,Tulcán,0.4,3,1,2,0,62.99097355877128,medio
AS-03694,Empresa grande,Guayaquil,9.5,1,1,1,0,50.78684152689112,medio
AS-03695,Empresa pequeña,Quito,3.6,3,0,1,0,97.86098500036489,bajo
AS-03696,Empresa mediana,Quito,0.6,3,0,0,0,91.62456634402946,bajo
AS-03697,Particular,Cuenca,15.6,1,0,0,0,75.6412697902197,bajo
AS-03698,Empresa pequeña,Guayaquil,15.3,1,0,0,0,82.66303755162099,bajo
AS-03699,Particular,Quito,11.6,3,0,4,1,52.26564036170535,medio
AS-03700,Empresa mediana,Ambato,2.0,2,0,0,1,76.98639649611695,bajo
AS-03701,Particular,Loja,17.5,1,0,0,0,99.42585982857193,bajo
AS-03702,Empresa mediana,Cuenca,9.5,4,1,5,1,58.06308372743089,medio
AS-03703,Particular,Guayaquil,0.8,3,0,1,1,72.5183954046329,bajo
AS-03704,Empresa pequeña,Riobamba,1.5,1,0,2,0,92.61539648101859,bajo
AS-03705,Particular,Riobamba,3.9,3,0,0,0,75.69812470547332,bajo
AS-03706,Particular,Cuenca,14.3,2,0,2,0,82.03806334094598,bajo
AS-03707,Empresa mediana,Babahoyo,7.2,1,2,0,0,73.47716493116474,bajo
AS-03708,Particular,Machala,19.8,3,0,0,0,51.96101339433572,medio
AS-03709,Particular,Guayaquil,3.0,2,0,3,0,65.82033430759226,medio
AS-03710,Particular,Latacunga,12.7,2,0,1,0,72.0972352412037,bajo
AS-03711,Particular,Quito,2.4,2,0,5,0,51.62045238065736,medio
AS-03712,Particular,Santo Domingo,1.4,2,0,1,0,93.22092091786246,bajo
AS-03713,Empresa pequeña,Cuenca,7.0,4,0,1,0,55.80504625140903,medio
AS-03714,Particular,Guayaquil,14.0,2,1,3,0,45.63702186922582,medio
AS-03715,Empresa pequeña,Manta,8.1,4,0,3,0,50.963187048220355,medio
AS-03716,Empresa grande,Loja,11.3,1,1,0,0,73.7092307781384,bajo
AS-03717,Empresa mediana,Quito,4.2,5,2,10,1,48.715464847973664,alto
AS-03718,Empresa pequeña,Riobamba,12.2,3,0,3,0,54.63958125308055,medio
AS-03719,Empresa pequeña,Ibarra,8.4,4,0,0,0,55.09275465376242,medio
AS-03720,Particular,Cuenca,18.9,2,0,2,0,80.66831498734342,bajo
AS-03721,Empresa mediana,Latacunga,13.1,3,0,5,0,56.17790757001015,medio
AS-03722,Empresa pequeña,Quito,3.0,1,2,4,0,50.315863049590185,medio
AS-03723,Empresa mediana,Manta,3.1,2,0,1,0,74.40985471281991,bajo
AS-03724,Empresa pequeña,Quito,0.8,3,0,0,0,75.46812267322657,bajo
AS-03725,Particular,Cuenca,10.4,4,0,2,0,61.2898259722281,medio
AS-03726,Particular,Quito,13.5,3,1,0,0,88.01368791586931,bajo
AS-03727,Particular,Manta,13.3,1,0,2,0,86.08436795253797,bajo
AS-03728,Empresa grande,Quito,4.5,4,0,0,0,55.04885727491926,medio
AS-03729,Empresa pequeña,Guayaquil,14.5,2,0,0,0,83.50151235817346,bajo
AS-03730,Particular,Ambato,14.5,3,0,0,0,60.619280685155616,bajo
AS-03731,Empresa pequeña,Ambato,4.2,1,0,0,0,76.39007097651071,bajo
AS-03732,Particular,Manta,18.0,2,0,1,0,81.35901863517383,bajo
AS-03733,Empresa pequeña,Loja,7.5,3,0,1,0,86.40756067805681,bajo
AS-03734,Particular,Guayaquil,7.6,2,1,1,0,86.8253187297969,bajo
AS-03735,Particular,Guayaquil,15.5,3,0,0,0,98.06587844109337,bajo
AS-03736,Empresa pequeña,Guayaquil,17.2,3,0,1,0,75.18971433939362,bajo
AS-03737,Empresa mediana,Tulcán,0.1,3,1,2,0,94.01075806908756,bajo
AS-03738,Particular,Manta,2.4,2,1,3,1,56.20318883927047,medio
AS-03739,Particular,Quito,6.2,6,5,10,0,1.6470861879960856,alto
AS-03740,Particular,Guayaquil,8.0,3,0,0,1,75.65976444029917,bajo
AS-03741,Particular,Santo Domingo,6.8,2,0,0,1,66.52659661504784,bajo
AS-03742,Empresa grande,Guayaquil,5.1,4,0,2,0,46.806399525069075,medio
AS-03743,Empresa pequeña,Santo Domingo,1.8,2,0,1,0,79.9083927068825,bajo
AS-03744,Empresa mediana,Santo Domingo,18.5,4,3,9,0,26.6402990298341,alto
AS-03745,Particular,Tulcán,10.6,1,0,0,0,57.4242575907331,medio
AS-03746,Particular,Quito,12.7,3,0,0,0,96.49248418932167,bajo
AS-03747,Particular,Guayaquil,1.4,3,0,2,0,72.21467476778572,bajo
AS-03748,Empresa mediana,Latacunga,6.8,1,0,1,0,83.89238331942695,bajo
AS-03749,Empresa pequeña,Cuenca,19.6,3,0,2,0,100.0,bajo
AS-03750,Empresa pequeña,Quito,13.0,1,0,1,0,79.12933933978947,bajo
AS-03751,Particular,Ibarra,6.1,1,0,2,0,92.97036163341123,bajo
AS-03752,Empresa pequeña,Quito,11.7,3,1,1,0,49.84553389355065,medio
AS-03753,Particular,Guayaquil,14.1,3,0,0,0,84.76421317213742,bajo
AS-03754,Particular,Esmeraldas,16.6,3,0,0,0,94.45887691849926,bajo
AS-03755,Particular,Ambato,14.1,5,3,8,1,34.03874835367052,alto
AS-03756,Particular,Cuenca,13.9,2,1,1,1,47.55538428791958,medio
AS-03757,Empresa pequeña,Ambato,19.0,1,1,1,0,78.71719064654053,bajo
AS-03758,Empresa pequeña,Portoviejo,3.9,3,3,4,1,11.21038020071872,alto
AS-03759,Particular,Guayaquil,2.8,1,0,0,0,87.38679230982338,bajo
AS-03760,Empresa mediana,Quito,5.1,3,1,2,0,74.28860510408144,bajo
AS-03761,Empresa mediana,Guayaquil,18.9,5,4,5,1,40.61041155383493,alto
AS-03762,Particular,Quito,16.7,2,0,0,0,83.144539980257,bajo
AS-03763,Empresa mediana,Quito,15.5,3,1,2,0,95.73492813869935,bajo
AS-03764,Empresa pequeña,Cuenca,14.2,4,1,4,1,52.91639957838852,medio
AS-03765,Empresa pequeña,Cuenca,17.3,1,0,3,0,46.32880761555877,medio
AS-03766,Empresa mediana,Quito,4.5,1,0,2,0,72.28806625966828,bajo
AS-03767,Empresa pequeña,Manta,17.3,2,0,2,0,63.42316986360875,medio
AS-03768,Particular,Guayaquil,1.4,3,1,0,1,94.3175396596738,bajo
AS-03769,Empresa pequeña,Santo Domingo,15.1,3,1,0,0,82.92351372666555,bajo
AS-03770,Particular,Santo Domingo,3.5,2,1,1,0,65.33539581316349,medio
AS-03771,Empresa pequeña,Ambato,10.4,2,0,0,0,76.20912426840968,bajo
AS-03772,Empresa pequeña,Esmeraldas,9.2,3,0,1,0,85.61214580807396,bajo
AS-03773,Particular,Ibarra,13.7,2,0,2,0,45.28998253744482,medio
AS-03774,Empresa pequeña,Guayaquil,16.3,1,0,5,0,57.20148441259857,medio
AS-03775,Empresa mediana,Cuenca,13.2,6,3,8,1,0.0,alto
AS-03776,Particular,Loja,8.4,1,0,1,1,96.75771190209103,bajo
AS-03777,Particular,Santo Domingo,11.1,3,0,5,0,56.944275608308246,medio
AS-03778,Particular,Santo Domingo,16.5,3,0,0,0,65.8577808436712,bajo
AS-03779,Particular,Ambato,7.2,3,1,0,0,60.422059954607334,bajo
AS-03780,Particular,Ambato,19.5,2,0,0,0,91.56965153604554,bajo
AS-03781,Empresa mediana,Quito,1.4,1,0,0,1,73.54839769864064,bajo
AS-03782,Particular,Loja,16.9,2,1,0,1,98.16651893406818,bajo
AS-03783,Empresa mediana,Quito,12.7,1,0,4,0,36.587111526647114,medio
AS-03784,Empresa mediana,Manta,4.7,3,1,2,0,58.8388312328168,medio
AS-03785,Empresa mediana,Quito,18.1,5,3,10,1,18.82184931773287,alto
AS-03786,Empresa mediana,Quito,12.2,1,0,1,1,94.14724034145756,bajo
AS-03787,Particular,Quito,16.3,3,1,0,0,88.98179160768073,bajo
AS-03788,Empresa pequeña,Quito,18.6,1,0,1,0,86.67375656937888,bajo
AS-03789,Particular,Quito,0.8,1,0,1,0,80.0053137138554,bajo
AS-03790,Particular,Guayaquil,2.8,2,1,0,0,95.51639018658032,bajo
AS-03791,Particular,Ambato,3.8,1,0,1,0,56.83082900196391,medio
AS-03792,Particular,Quito,3.8,2,0,0,0,89.6379309089176,bajo
AS-03793,Particular,Guayaquil,1.4,1,1,0,0,83.18599485177964,bajo
AS-03794,Particular,Quito,4.8,2,0,0,0,85.89667412734893,bajo
AS-03795,Particular,Portoviejo,3.0,3,0,0,0,98.83940092347363,bajo
AS-03796,Empresa pequeña,Guayaquil,13.2,5,3,11,1,26.071944739257482,alto
AS-03797,Empresa mediana,Manta,10.0,3,0,0,0,83.87832397057305,bajo
AS-03798,Empresa pequeña,Machala,4.4,5,3,12,0,31.860466765370877,alto
AS-03799,Particular,Manta,12.3,3,0,0,0,73.33320650209025,bajo
AS-03800,Particular,Quito,5.1,2,0,0,0,80.2206058650501,bajo
AS-03801,Empresa pequeña,Santo Domingo,4.5,1,1,4,1,33.957287230843946,medio
AS-03802,Empresa pequeña,Ibarra,0.9,1,0,3,0,41.298644477481446,medio
AS-03803,Empresa pequeña,Quito,19.7,4,3,8,0,0.0,alto
AS-03804,Empresa mediana,Manta,15.4,2,0,0,0,49.99731253402065,medio
AS-03805,Empresa mediana,Guayaquil,8.5,2,0,1,1,87.73606242254058,bajo
AS-03806,Particular,Guayaquil,13.2,1,0,2,0,83.36807232115548,bajo
AS-03807,Particular,Quito,6.5,2,1,1,0,83.67356874376281,bajo
AS-03808,Empresa pequeña,Guayaquil,14.0,2,1,0,1,34.05747893280973,medio
AS-03809,Empresa pequeña,Quito,15.6,3,0,2,1,73.87487792110845,bajo
AS-03810,Particular,Quito,2.6,2,0,4,0,56.95399322795855,medio
AS-03811,Particular,Latacunga,2.0,1,1,0,1,81.63068662582573,bajo
AS-03812,Particular,Guayaquil,5.5,2,0,1,0,96.80095771447496,bajo
AS-03813,Particular,Cuenca,9.5,1,1,0,1,80.817508812954,bajo
AS-03814,Empresa pequeña,Quito,9.3,1,0,0,0,77.18835188374167,bajo
AS-03815,Particular,Santo Domingo,13.2,3,0,1,0,78.17750796522517,bajo
AS-03816,Empresa pequeña,Quito,4.4,1,0,1,1,45.93446773732711,medio
AS-03817,Empresa mediana,Manta,14.8,3,0,0,0,93.28591405193517,bajo
AS-03818,Particular,Machala,2.5,3,0,0,0,82.18135526862582,bajo
AS-03819,Particular,Santo Domingo,18.5,3,0,0,0,83.31160153192698,bajo
AS-03820,Particular,Quito,16.4,1,0,1,0,91.1798472088872,bajo
AS-03821,Particular,Quito,17.8,4,0,2,1,61.00050468934432,medio
AS-03822,Particular,Quito,13.0,1,0,0,0,81.44647376290366,bajo
AS-03823,Empresa pequeña,Santo Domingo,18.0,3,0,0,0,84.47553484938732,bajo
AS-03824,Empresa pequeña,Quito,15.7,3,1,2,0,69.31250515299607,medio
AS-03825,Particular,Guayaquil,18.6,2,0,3,0,42.449423997728836,medio
AS-03826,Empresa pequeña,Guayaquil,2.6,2,0,1,0,95.8585895735808,bajo
AS-03827,Empresa pequeña,Guayaquil,2.9,1,0,1,1,43.719133317226095,medio
AS-03828,Particular,Machala,10.8,2,0,2,0,61.0378014854336,medio
AS-03829,Particular,Machala,11.7,3,0,0,0,99.9094554647998,bajo
AS-03830,Particular,Manta,16.5,3,0,1,0,92.50454046374448,bajo
AS-03831,Particular,Cuenca,0.7,1,1,3,0,40.287378864675844,medio
AS-03832,Empresa pequeña,Manta,17.7,3,0,1,0,78.1585147666851,bajo
AS-03833,Empresa mediana,Guayaquil,14.1,2,0,0,0,98.58043825523129,bajo
AS-03834,Empresa pequeña,Manta,0.8,2,0,0,0,75.88512537369164,bajo
AS-03835,Empresa pequeña,Tulcán,7.9,4,1,2,0,48.44937869810178,medio
AS-03836,Empresa mediana,Manta,15.7,3,0,1,0,76.7122111725414,bajo
AS-03837,Particular,Quito,17.7,2,0,1,0,86.98826878755999,bajo
AS-03838,Empresa pequeña,Quito,15.1,1,1,2,1,66.69883818020448,medio
AS-03839,Particular,Guayaquil,0.7,2,0,1,0,54.559771207448776,medio
AS-03840,Empresa pequeña,Quito,7.9,1,0,0,0,87.94846147307548,bajo
AS-03841,Empresa pequeña,Riobamba,6.0,6,2,5,1,33.928384279518525,alto
AS-03842,Particular,Quito,18.5,2,0,0,0,84.15105503883233,bajo
AS-03843,Empresa pequeña,Guayaquil,16.0,3,0,4,0,58.094447792783896,medio
AS-03844,Empresa mediana,Ibarra,14.5,2,0,4,0,84.94128435368248,bajo
AS-03845,Empresa mediana,Quito,4.6,1,0,0,0,78.74390427867186,bajo
AS-03846,Empresa pequeña,Machala,18.3,2,0,1,0,100.0,bajo
AS-03847,Empresa pequeña,Guayaquil,0.9,4,0,4,0,47.75430835301849,medio
AS-03848,Particular,Latacunga,19.3,2,0,0,0,93.7853024398737,bajo
AS-03849,Particular,Quito,15.5,3,0,5,0,49.55029640460445,medio
AS-03850,Empresa grande,Guayaquil,18.6,5,3,12,1,0.0,alto
AS-03851,Particular,Quito,15.1,4,0,5,1,58.076687964665986,medio
AS-03852,Empresa grande,Riobamba,11.6,1,1,1,0,43.66827423821576,medio
AS-03853,Particular,Ibarra,1.4,1,1,1,0,100.0,bajo
AS-03854,Particular,Cuenca,15.8,4,1,7,1,8.564215915987742,alto
AS-03855,Particular,Quito,3.7,3,0,0,0,84.87247031507367,bajo
AS-03856,Particular,Babahoyo,1.1,2,2,2,0,63.84350389883738,medio
AS-03857,Particular,Cuenca,3.9,2,0,0,0,78.52105398903757,bajo
AS-03858,Empresa mediana,Loja,9.1,3,0,6,1,63.156746208792,medio
AS-03859,Particular,Quito,12.2,2,0,1,0,86.08004834128695,bajo
AS-03860,Particular,Ibarra,10.5,2,1,1,0,98.92304824411488,bajo
AS-03861,Particular,Quito,4.8,1,1,2,0,94.94025314044062,bajo
AS-03862,Particular,Guayaquil,9.3,2,1,0,0,71.05330747140162,bajo
AS-03863,Empresa mediana,Cuenca,15.9,1,1,0,0,71.96477507259722,bajo
AS-03864,Particular,Ibarra,2.5,3,5,9,0,18.92195210715989,alto
AS-03865,Particular,Cuenca,15.6,3,0,0,0,65.64071058860667,medio
AS-03866,Empresa pequeña,Quito,6.8,2,0,0,0,71.65769189159829,bajo
AS-03867,Particular,Ambato,2.6,2,1,1,1,44.59762335391478,medio
AS-03868,Particular,Quito,15.9,2,1,1,0,67.46808634246143,medio
AS-03869,Empresa pequeña,Esmeraldas,3.0,4,2,3,0,46.29943616419564,medio
